,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city
8369,2022 Mahindra XUV300 W8 BSVI,₹ 13.20 Lakh,2022,1197 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,108.62bhp,5.0,16.82 kmpl,SUV,Hyderabad
8370,2009 Maruti Wagon R LX DUO BSIII,₹ 2.25 Lakh,2009,1061 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,LPG,57.5,5.0,17.3 kmpl,Hatchback,Hyderabad
8371,2015 Ford Figo 1.5D Base MT,₹ 2.20 Lakh,2015,1498 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Diesel,99bhp,5.0,25.83 kmpl,Hatchback,Hyderabad
8372,2019 Hyundai Verna CRDi 1.6 AT SX Plus,₹ 10.54 Lakh,Aug 2019,1582 cc,Third Party insurance,Automatic,"67,370 Kms",Second Owner,Diesel,126.2bhp,5.0,22 kmpl,Sedan,Hyderabad
8373,2021 Tata Altroz XT Turbo,₹ 7.62 Lakh,Jun 2021,1199 cc,Zero Dep,Manual,"28,741 Kms",Second Owner,Petrol,108.48bhp,5.0,18.5 kmpl,Hatchback,Hyderabad
8374,2010 Hyundai Santro Xing GLS,₹ 2.01 Lakh,Dec 2010,1086 cc,Third Party insurance,Manual,"90,382 Kms",Second Owner,Petrol,62.1bhp,5.0,17.92 kmpl,Hatchback,Hyderabad
8375,2020 Hyundai i20 Sportz Plus,₹ 7.64 Lakh,Feb 2020,1197 cc,Third Party insurance,Manual,"51,216 Kms",First Owner,Petrol,81.86bhp,5.0,18.6 kmpl,Hatchback,Hyderabad
8376,2020 Kia Seltos GTX Plus DCT,₹ 16.70 Lakh,Sept 2020,1353 cc,Zero Dep,Automatic,"63,008 Kms",First Owner,Petrol,138.08bhp,5.0,16.5 kmpl,SUV,Hyderabad
8377,2019 Maruti Swift Dzire AMT VXI,₹ 6.60 Lakh,Apr 2019,1197 cc,Third Party insurance,Automatic,"20,199 Kms",Second Owner,Petrol,81.80bhp,5.0,21.21 kmpl,Sedan,Hyderabad
8378,2018 Renault KWID 1.0 AMT RXT,₹ 4.06 Lakh,Jun 2018,999 cc,Third Party,Automatic,"97,610 Kms",First Owner,Petrol,67bhp,5.0,24.04 kmpl,Hatchback,Hyderabad
8379,2022 Maruti S-Presso VXI Plus 2019-2022,₹ 5.45 Lakh,May 2022,998 cc,Third Party,Manual,"8,467 Kms",First Owner,Petrol,65.71bhp,5.0,21.7 kmpl,Hatchback,Hyderabad
8380,2016 Renault KWID RXT Optional,₹ 2.98 Lakh,May 2016,799 cc,Third Party insurance,Manual,"42,203 Kms",Second Owner,Petrol,53.3bhp,5.0,25.17 kmpl,Hatchback,Hyderabad
8381,2018 Mahindra Thar CRDe,₹ 7.51 Lakh,Aug 2018,2498 cc,Third Party insurance,Manual,"90,305 Kms",Second Owner,Diesel,105bhp,6.0,16.55 kmpl,SUV,Hyderabad
8382,2021 Maruti Vitara Brezza ZXI Plus AT,₹ 10.38 Lakh,Aug 2021,1462 cc,Zero Dep,Automatic,"40,205 Kms",First Owner,Petrol,103.26bhp,5.0,18.76 kmpl,SUV,Hyderabad
8383,2021 Mahindra Marazzo M2 8Str BSVI,₹ 12.75 Lakh,Apr 2021,1497 cc,Third Party insurance,Manual,"19,661 Kms",First Owner,Diesel,120.96bhp,8.0,17.3 kmpl,MUV,Hyderabad
8384,2020 MG Hector Plus Sharp DCT,₹ 17.50 Lakh,2020,1451 cc,Third Party insurance,Automatic,"10,000 Kms",First Owner,Petrol,141bhp,6.0,11.67 kmpl,SUV,Hyderabad
8385,2006 Hyundai Verna CRDi,₹ 1.95 Lakh,2006,1493 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Diesel,110,5.0,16.8 kmpl,Sedan,Hyderabad
8386,2006 Skoda Octavia Classic 1.9 TDI MT,₹ 1.60 Lakh,2006,1896 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,66(90) / 4000,5.0,18.7 kmpl,Sedan,Hyderabad
8387,2015 Honda Mobilio S i-VTEC,₹ 4.50 Lakh,2015,1497 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Petrol,117.3bhp,7.0,17.3 kmpl,MUV,Hyderabad
8388,2008 Hyundai i10 Sportz 1.2,₹ 2.49 Lakh,2008,1197 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Petrol,78.9bhp,5.0,20.36 kmpl,Hatchback,Hyderabad
8389,2016 Hyundai Creta 1.6 CRDi SX Option,₹ 10 Lakh,2016,1582 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Diesel,126.2bhp,5.0,19.67 kmpl,SUV,Hyderabad
8390,2004 Maruti 800 AC,"₹ 70,000",2004,796 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Petrol,37bhp,4.0,16.1 kmpl,Hatchback,Hyderabad
8391,2021 Maruti Ciaz Delta BSVI,₹ 9.50 Lakh,2021,1462 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,103.25bhp,5.0,20.65 kmpl,Sedan,Hyderabad
8392,2015 Hyundai i10 Sportz 1.1L,₹ 3.81 Lakh,Apr 2015,1086 cc,Third Party insurance,Manual,"60,638 Kms",Second Owner,Petrol,68.05bhp,5.0,19.81 kmpl,Hatchback,Hyderabad
8393,2014 Maruti Alto 800 LXI,₹ 2.64 Lakh,Apr 2014,796 cc,Third Party insurance,Manual,"31,933 Kms",Second Owner,Petrol,47.33bhp,5.0,22.05 kmpl,Hatchback,Hyderabad
8394,2017 Maruti Baleno 1.2 Zeta,₹ 5.99 Lakh,Apr 2017,1197 cc,Third Party insurance,Manual,"1,01,863 Kms",Third Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Hyderabad
8395,2018 Tata Nexon 1.2 Revotron XZA Plus,₹ 8.28 Lakh,Oct 2018,1198 cc,Comprehensive,Automatic,"35,226 Kms",Second Owner,Petrol,108.5bhp,5.0,17 kmpl,SUV,Hyderabad
8396,2018 Maruti Swift VXI,₹ 6.19 Lakh,Jul 2018,1197 cc,Third Party insurance,Manual,"80,955 Kms",First Owner,Petrol,88.50bhp,5.0,22.38 kmpl,Hatchback,Hyderabad
8397,2013 Maruti Alto K10 VXI,₹ 2.50 Lakh,Jan 2014,998 cc,Third Party,Manual,"44,245 Kms",First Owner,Petrol,65.71bhp,5.0,24.39 kmpl,Hatchback,Hyderabad
8398,2019 Datsun RediGO A,₹ 2.95 Lakh,Mar 2020,799 cc,Third Party insurance,Manual,"32,329 Kms",Second Owner,Petrol,53.64bhp,5.0,22.7 kmpl,Hatchback,Hyderabad
8399,2010 Hyundai i10 Sportz 1.2,₹ 2.73 Lakh,Apr 2012,1197 cc,Third Party insurance,Manual,"83,462 Kms",Second Owner,Petrol,78.9bhp,5.0,20.36 kmpl,Hatchback,Hyderabad
8400,2016 Maruti Swift Dzire VXI,₹ 5.54 Lakh,Jun 2016,1197 cc,Third Party insurance,Manual,"1,21,831 Kms",First Owner,Petrol,88.50bhp,5.0,22.41 kmpl,Sedan,Hyderabad
8401,2018 Maruti Celerio ZXI Optional MT BSIV,₹ 3.80 Lakh,2018,998 cc,Third Party insurance,Manual,"1,10,000 Kms",First Owner,Petrol,67.04bhp,5.0,23.1 kmpl,Hatchback,Hyderabad
8402,2011 BMW X1 sDrive20d,₹ 9.50 Lakh,2011,1995 cc,Third Party insurance,Automatic,"80,000 Kms",Second Owner,Diesel,184bhp,5.0,17.05 kmpl,SUV,Hyderabad
8403,2011 BMW X1 sDrive20d,₹ 9.50 Lakh,2011,1995 cc,Third Party insurance,Automatic,"80,000 Kms",Second Owner,Diesel,184bhp,5.0,17.05 kmpl,SUV,Hyderabad
8404,2018 Maruti Vitara Brezza VDi,₹ 8.60 Lakh,2018,1248 cc,Third Party insurance,Manual,"10,000 Kms",Second Owner,Diesel,88.5bhp,5.0,24.3 kmpl,SUV,Hyderabad
8405,2013 Maruti Wagon R DUO LPG,₹ 3.25 Lakh,2013,998 cc,Third Party insurance,Manual,"10,000 Kms",Second Owner,LPG,61.6bhp,5.0,14.6 kmpl,Hatchback,Hyderabad
8406,2008 Maruti Alto LXi,₹ 1.20 Lakh,2008,796 cc,Third Party insurance,Manual,"20,000 Kms",Second Owner,Petrol,46.3bhp,5.0,19.7 kmpl,Hatchback,Hyderabad
8407,2018 Maruti Baleno 1.2 Zeta,₹ 6.40 Lakh,2018,1197 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Hyderabad
8408,2022 Tata Punch Creative BSVI,₹ 8.50 Lakh,2022,1199 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,86.63bhp,5.0,20.09 kmpl,SUV,Hyderabad
8409,2019 Hyundai Grand i10 Nios AMT Sportz,₹ 6.53 Lakh,Jan 2020,1197 cc,Third Party insurance,Automatic,"30,203 Kms",First Owner,Petrol,81.86bhp,5.0,20.7 kmpl,Hatchback,Hyderabad
8410,2015 Maruti Alto K10 VXI,₹ 2.34 Lakh,Oct 2015,998 cc,Third Party insurance,Manual,"1,10,874 Kms",First Owner,Petrol,65.71bhp,5.0,24.39 kmpl,Hatchback,Hyderabad
8411,2014 Maruti Alto K10 VXI,₹ 2.77 Lakh,Oct 2014,998 cc,Third Party insurance,Manual,"70,435 Kms",Second Owner,Petrol,67.05bhp,5.0,23.95 kmpl,Hatchback,Hyderabad
8412,2019 Volkswagen Ameo 1.0 MPI Comfortline,₹ 5.98 Lakh,Jan 2020,999 cc,Third Party insurance,Manual,"47,495 Kms",First Owner,Petrol,75bhp,5.0,19.44 kmpl,Sedan,Hyderabad
8413,2015 Maruti Wagon R VXI BS IV,₹ 3.69 Lakh,May 2016,998 cc,Third Party insurance,Manual,"45,899 Kms",First Owner,Petrol,67.04bhp,5.0,20.51 kmpl,Hatchback,Hyderabad
8414,2020 Maruti Swift VXI,₹ 6.55 Lakh,Jan 2021,1197 cc,Third Party insurance,Manual,"49,158 Kms",First Owner,Petrol,88.50bhp,5.0,22.38 kmpl,Hatchback,Hyderabad
8415,2013 Maruti Swift VXI,₹ 4.32 Lakh,Oct 2013,1197 cc,Third Party,Manual,"71,115 Kms",Second Owner,Petrol,88.50bhp,5.0,22.38 kmpl,Hatchback,Hyderabad
8416,2013 Maruti Swift VXI,₹ 4.55 Lakh,Sept 2013,1197 cc,Third Party,Manual,"50,824 Kms",First Owner,Petrol,88.50bhp,5.0,22.38 kmpl,Hatchback,Hyderabad
8417,2013 Honda City S,₹ 4.29 Lakh,Jul 2013,1497 cc,Comprehensive,Manual,"1,05,746 Kms",Third Owner,Petrol,116.4bhp,5.0,16.8 kmpl,Sedan,Hyderabad
8418,2019 Hyundai Santro Magna AMT BSIV,₹ 4.86 Lakh,Aug 2019,1086 cc,Third Party insurance,Automatic,"37,446 Kms",First Owner,Petrol,68bhp,5.0,20.3 kmpl,Hatchback,Hyderabad
8419,2016 Hyundai Grand i10 Sportz,₹ 4.95 Lakh,Jan 2017,1197 cc,Third Party insurance,Manual,"32,907 Kms",First Owner,Petrol,82bhp,5.0,18.9 kmpl,Hatchback,Hyderabad
8420,2012 Mahindra XUV500 W8 FWD,₹ 6 Lakh,2012,2179 cc,Third Party insurance,Manual,"1,20,000 Kms",Third Owner,Diesel,140bhp,7.0,15.1 kmpl,SUV,Hyderabad
8421,2022 Skoda Slavia 1.0 TSI Style AT BSVI,₹ 17 Lakh,2022,999 cc,Third Party insurance,Automatic,"10,000 Kms",First Owner,Petrol,113.98bhp,5.0,18.07 kmpl,Sedan,Hyderabad
8422,2015 Volkswagen Vento 1.5 TDI Highline,₹ 5.95 Lakh,2015,1498 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,Diesel,103.2bhp,5.0,20.34 kmpl,Sedan,Hyderabad
8423,2017 Hyundai Grand i10 1.2 Kappa Asta,₹ 5.90 Lakh,2017,1197 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Hyderabad
8424,2012 Tata Manza Aura (ABS) Safire BS IV,₹ 1.70 Lakh,2012,1368 cc,Third Party insurance,Manual,"1,10,000 Kms",Third Owner,Petrol,88.8bhp,5.0,13.7 kmpl,Sedan,Hyderabad
8425,2006 Honda New Accord VTi-L MT,₹ 2 Lakh,2006,2354 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Petrol,144,5.0,11.9 kmpl,Sedan,Hyderabad
8426,2014 Mahindra XUV500 W6 2WD,₹ 6 Lakh,2014,2179 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,140bhp,7.0,15.1 kmpl,SUV,Hyderabad
8427,2012 Mahindra Scorpio LX 2WD 7S,₹ 4 Lakh,2012,2179 cc,Third Party insurance,Manual,"20,000 Kms",Second Owner,Diesel,120bhp,7.0,12.05 kmpl,SUV,Hyderabad
8428,2020 Renault KWID RXT,₹ 4.51 Lakh,Nov 2020,799 cc,Third Party,Manual,"22,660 Kms",First Owner,Petrol,53.26bhp,5.0,22.3 kmpl,Hatchback,Hyderabad
8429,2013 Maruti Swift Dzire VXI,₹ 4.29 Lakh,Nov 2013,1197 cc,Comprehensive,Manual,"1,21,952 Kms",Second Owner,Petrol,88.50bhp,5.0,22.41 kmpl,Sedan,Hyderabad
8430,2018 Mahindra Scorpio S5,₹ 10.41 Lakh,Nov 2018,2179 cc,Third Party insurance,Manual,"84,249 Kms",First Owner,Diesel,136.78bhp,7.0,,SUV,Hyderabad
8431,2018 Mahindra TUV 300 T10,₹ 8.08 Lakh,Aug 2018,1493 cc,Zero Dep,Manual,"1,10,243 Kms",Second Owner,Diesel,100bhp,7.0,18.49 kmpl,SUV,Hyderabad
8432,2010 Honda City 1.5 S MT,₹ 3.12 Lakh,Oct 2010,1497 cc,Third Party,Manual,"79,980 Kms",First Owner,Petrol,"118PS at 6,600 rpm",5.0,17 kmpl,Sedan,Hyderabad
8433,2020 Hyundai Santro Sportz AMT,₹ 5.74 Lakh,Sept 2020,1086 cc,Third Party,Automatic,"26,563 Kms",First Owner,Petrol,68.05bhp,5.0,20.3 kmpl,Hatchback,Hyderabad
8434,2022 Nissan Magnite Turbo CVT XV BSVI,₹ 9.51 Lakh,Mar 2022,999 cc,Zero Dep,Automatic,"12,094 Kms",First Owner,Petrol,98.63bhp,5.0,17.4 kmpl,SUV,Hyderabad
8435,2014 Honda Amaze S i-Vtech,₹ 4.13 Lakh,Jul 2014,1198 cc,Comprehensive,Manual,"52,597 Kms",Second Owner,Petrol,86.7bhp,5.0,18 kmpl,Sedan,Hyderabad
8436,2012 Honda Brio S MT,₹ 3.51 Lakh,Dec 2012,1198 cc,Comprehensive,Manual,"40,198 Kms",First Owner,Petrol,86.8bhp,5.0,19.4 kmpl,Hatchback,Hyderabad
8437,2021 Renault KWID 1.0 RXT Opt,₹ 4.93 Lakh,Jan 2022,999 cc,Third Party,Manual,"26,494 Kms",First Owner,Petrol,67bhp,5.0,21.74 kmpl,Hatchback,Hyderabad
8438,2021 Skoda Rapid 1.0 TSI Style AT,₹ 11.64 Lakh,Oct 2021,999 cc,Third Party insurance,Automatic,"28,306 Kms",First Owner,Petrol,108.62bhp,5.0,16.24 kmpl,Sedan,Hyderabad
8439,2012 Mahindra Scorpio LX 2WD 7S,₹ 4 Lakh,2012,2179 cc,Third Party insurance,Manual,"20,000 Kms",Second Owner,Diesel,120bhp,7.0,12.05 kmpl,SUV,Hyderabad
8440,2012 Maruti Swift VDI,₹ 3.50 Lakh,2012,1248 cc,Third Party insurance,Manual,"1,10,000 Kms",First Owner,Diesel,74bhp,5.0,22.9 kmpl,Hatchback,Hyderabad
8441,2016 Renault KWID RXT,₹ 2.50 Lakh,2016,799 cc,Third Party insurance,Manual,"60,000 Kms",Third Owner,Petrol,53.3bhp,5.0,25.17 kmpl,Hatchback,Hyderabad
8442,2011 Volkswagen Vento Diesel Highline,₹ 2.70 Lakh,2011,1598 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Diesel,103.6bhp,5.0,20.54 kmpl,Sedan,Hyderabad
8443,2013 Maruti Ertiga VDI,₹ 6.50 Lakh,2013,1248 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Diesel,88.76bhp,7.0,20.77 kmpl,MUV,Hyderabad
8444,2022 Renault Kiger RXZ DT,₹ 9 Lakh,2022,999 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,71.01bhp,5.0,19.17 kmpl,SUV,Hyderabad
8445,2018 BMW X3 xDrive 20d Luxury Line,₹ 55 Lakh,2018,1995 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Diesel,187.7bhp,5.0,16.55 kmpl,SUV,Hyderabad
8446,2020 Hyundai Venue SX Turbo BSIV,₹ 10 Lakh,2020,998 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Petrol,118.35bhp,5.0,18.27 kmpl,SUV,Hyderabad
8447,2017 Honda Amaze VX Petrol BSIV,₹ 5.90 Lakh,Aug 2017,1199 cc,Zero Dep,Manual,"56,242 Kms",First Owner,Petrol,88.76bhp,5.0,19.5 kmpl,Sedan,Hyderabad
8448,2012 Maruti Swift VXI,₹ 4.12 Lakh,Feb 2013,1197 cc,Third Party,Manual,"34,271 Kms",First Owner,Petrol,88.50bhp,5.0,22.38 kmpl,Hatchback,Hyderabad
8449,2017 Maruti Swift Dzire AMT ZXI,₹ 7.05 Lakh,Jan 2018,1197 cc,Zero Dep,Automatic,"59,411 Kms",First Owner,Petrol,81.80bhp,5.0,21.21 kmpl,Sedan,Hyderabad
8450,2019 Datsun GO Plus T Petrol,₹ 4.35 Lakh,Sept 2019,1198 cc,Third Party insurance,Manual,"62,491 Kms",Third Owner,Petrol,67bhp,7.0,19.83 kmpl,MUV,Hyderabad
8451,2012 Maruti Wagon R LXI CNG,₹ 2.99 Lakh,Apr 2012,998 cc,Comprehensive,Manual,"74,435 Kms",First Owner,CNG,58.2bhp,5.0,26.2 kmpl,Hatchback,Hyderabad
8452,2010 Maruti Alto LXi,₹ 1.78 Lakh,Aug 2010,796 cc,Comprehensive,Manual,"55,024 Kms",First Owner,Petrol,46.3bhp,5.0,19.7 kmpl,Hatchback,Hyderabad
8453,2011 Hyundai i10 Magna,₹ 2.46 Lakh,Nov 2011,1197 cc,Comprehensive,Manual,"95,916 Kms",Second Owner,Petrol,78.9bhp,5.0,20.36 kmpl,Hatchback,Hyderabad
8454,2016 Maruti Alto 800 LXI Optional,₹ 3.34 Lakh,Oct 2016,796 cc,Comprehensive,Manual,"27,136 Kms",First Owner,Petrol,47.3bhp,5.0,24.7 kmpl,Hatchback,Hyderabad
8455,2018 Maruti Swift ZXI AMT,₹ 6.46 Lakh,Jan 2019,1197 cc,Third Party,Automatic,"60,882 Kms",First Owner,Petrol,88.50bhp,5.0,22.56 kmpl,Hatchback,Hyderabad
8456,2016 Maruti Celerio ZXI AMT,₹ 5.08 Lakh,Apr 2016,998 cc,Comprehensive,Automatic,"18,732 Kms",First Owner,Petrol,65.71bhp,5.0,26 kmpl,Hatchback,Hyderabad
8457,2015 Maruti Swift VDI BSIV,₹ 5.76 Lakh,Sept 2015,1248 cc,Comprehensive,Manual,"58,241 Kms",First Owner,Diesel,74bhp,5.0,25.2 kmpl,Hatchback,Hyderabad
8458,2013 Mahindra XUV500 W8 2WD,₹ 7 Lakh,2013,2179 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Diesel,140bhp,7.0,15.1 kmpl,SUV,Hyderabad
8459,2013 Mahindra XUV500 W8 2WD,₹ 7 Lakh,2013,2179 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Diesel,140bhp,7.0,15.1 kmpl,SUV,Hyderabad
8460,2014 Jaguar XF 3.0 Litre S Premium Luxury,₹ 20 Lakh,2014,2993 cc,Third Party insurance,Automatic,"50,000 Kms",First Owner,Diesel,270.9bhp,5.0,14.74 kmpl,Sedan,Hyderabad
8461,2018 BMW 5 Series 520d Luxury Line,₹ 35 Lakh,2018,1995 cc,Third Party insurance,Automatic,"1,20,000 Kms",Third Owner,Diesel,187.74bhp,5.0,20.37 kmpl,Sedan,Hyderabad
8462,2006 Mahindra Scorpio 2.6 GLX,₹ 4 Lakh,2006,2609 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,116.6,8.0,12.7 kmpl,SUV,Hyderabad
8463,2019 Tata Nexon 1.5 Revotorq XMA,₹ 8.50 Lakh,2019,1497 cc,Third Party insurance,Automatic,"50,000 Kms",Second Owner,Diesel,108.5bhp,5.0,21.5 kmpl,SUV,Hyderabad
8464,2015 Toyota Innova 2.5 ZX Diesel 7 Seater,₹ 15 Lakh,2015,2494 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Diesel,100.6bhp,7.0,12.99 kmpl,MUV,Hyderabad
8465,2010 Honda Civic 1.8 S MT,₹ 2.20 Lakh,2010,1799 cc,Third Party insurance,Manual,"1,20,000 Kms",Third Owner,Petrol,130bhp,5.0,13.5 kmpl,Sedan,Hyderabad
8466,2018 Hyundai Creta 1.6 VTVT SX Plus,₹ 10.10 Lakh,Apr 2018,1591 cc,Comprehensive,Manual,"96,620 Kms",First Owner,Petrol,121.3bhp,5.0,13 kmpl,SUV,Hyderabad
8467,2020 Datsun RediGO AMT 1.0 T Option,₹ 4.95 Lakh,Jun 2020,999 cc,Comprehensive,Automatic,"5,289 Kms",First Owner,Petrol,67bhp,5.0,22.5 kmpl,Hatchback,Hyderabad
8468,2021 Nissan Magnite Turbo XL BSVI,₹ 7.79 Lakh,Mar 2021,999 cc,Comprehensive,Manual,"30,580 Kms",First Owner,Petrol,98.63bhp,5.0,20 kmpl,SUV,Hyderabad
8469,2020 Maruti Baleno 1.2 CVT Alpha,₹ 8.66 Lakh,Jun 2020,1197 cc,Comprehensive,Automatic,"48,580 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Hyderabad
8470,2020 Hyundai Santro Sportz AMT,₹ 5.70 Lakh,Mar 2020,1086 cc,Comprehensive,Automatic,"32,069 Kms",First Owner,Petrol,68.05bhp,5.0,20.3 kmpl,Hatchback,Hyderabad
8471,2017 Skoda Rapid 1.5 TDI Ambition BSIV,₹ 7.43 Lakh,Jan 2018,1498 cc,Comprehensive,Manual,"63,389 Kms",Second Owner,Diesel,108.6bhp,5.0,21.13 kmpl,Sedan,Hyderabad
8472,2019 Hyundai Santro Sportz AMT BSIV,₹ 5.42 Lakh,Apr 2019,1086 cc,Comprehensive,Automatic,"39,881 Kms",First Owner,Petrol,68bhp,5.0,20.3 kmpl,Hatchback,Hyderabad
8473,2011 Maruti Wagon R LXI BS IV,₹ 2.56 Lakh,Nov 2011,998 cc,Comprehensive,Manual,"1,15,218 Kms",First Owner,Petrol,67.1bhp,5.0,18.9 kmpl,Hatchback,Hyderabad
8474,2012 Renault Duster 85PS Diesel RxL,₹ 3.98 Lakh,Sept 2012,1461 cc,Third Party,Manual,"67,879 Kms",First Owner,Diesel,83.8bhp,5.0,20.45 kmpl,SUV,Hyderabad
8475,2011 Maruti Wagon R VXI BS IV,₹ 2.59 Lakh,Nov 2011,998 cc,Third Party,Manual,"58,273 Kms",Third Owner,Petrol,67.1bhp,5.0,18.9 kmpl,Hatchback,Hyderabad
8476,2017 Maruti Alto 800 VXI,₹ 3.12 Lakh,Feb 2017,796 cc,Comprehensive,Manual,"58,647 Kms",First Owner,Petrol,47.33bhp,5.0,22.05 kmpl,Hatchback,Hyderabad
8477,2020 MG Hector Sharp DCT,₹ 17.50 Lakh,2020,1451 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Petrol,141bhp,5.0,13.96 kmpl,SUV,Hyderabad
8478,2008 Tata Indica GLX BSIII,"₹ 85,000",2008,1396 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,70,5.0,15.3 kmpl,Hatchback,Hyderabad
8479,2016 Toyota Innova Crysta 2.4 VX MT BSIV,₹ 19.50 Lakh,2016,2393 cc,Third Party insurance,Manual,"1,20,000 Kms",Third Owner,Diesel,147.8bhp,7.0,13.68 kmpl,MUV,Hyderabad
8480,2022 Kia Carens Luxury Plus Turbo 2022-2023,₹ 17.80 Lakh,2022,1353 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,138.05bhp,7.0,16.2 kmpl,MUV,Hyderabad
8481,2017 Maruti Baleno 1.2 Delta,₹ 5.50 Lakh,2017,1197 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Hyderabad
8482,2016 Mahindra XUV500 W8 1.99 mHawk,₹ 10.50 Lakh,2016,1997 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Diesel,140bhp,7.0,16 kmpl,SUV,Hyderabad
8483,2015 Maruti Swift Dzire LDI Optional,₹ 5 Lakh,2015,1248 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,74bhp,5.0,26.59 kmpl,Sedan,Hyderabad
8484,2014 Mahindra Xylo D4,₹ 2.70 Lakh,2014,2489 cc,Third Party insurance,Manual,"20,000 Kms",Second Owner,Diesel,93.7bhp,7.0,14.95 kmpl,MUV,Hyderabad
8485,2017 Maruti Baleno 1.2 Alpha,₹ 6.26 Lakh,Nov 2017,1197 cc,Third Party,Manual,"96,822 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Hyderabad
8486,2019 Maruti Alto 800 VXI BSIV,₹ 3.40 Lakh,Mar 2020,796 cc,Third Party insurance,Manual,"16,903 Kms",Second Owner,Petrol,47.3bhp,5.0,24.7 kmpl,Hatchback,Hyderabad
8487,2017 Maruti Ciaz 1.4 AT Delta,₹ 6.71 Lakh,Aug 2017,1373 cc,Comprehensive,Automatic,"70,424 Kms",Second Owner,Petrol,91.1bhp,5.0,19.12 kmpl,Sedan,Hyderabad
8488,2019 Hyundai Santro Magna BSIV,₹ 4.52 Lakh,Dec 2019,1086 cc,Third Party insurance,Manual,"42,285 Kms",First Owner,Petrol,68bhp,5.0,20.3 kmpl,Hatchback,Hyderabad
8489,2021 Hyundai Grand i10 Nios AMT Sportz,₹ 7.52 Lakh,Apr 2022,1197 cc,Third Party,Automatic,"10,801 Kms",First Owner,Petrol,81.86bhp,5.0,20.7 kmpl,Hatchback,Hyderabad
8490,2014 Maruti Alto K10 VXI,₹ 2.90 Lakh,Jul 2014,998 cc,Third Party,Manual,"38,313 Kms",First Owner,Petrol,65.71bhp,5.0,24.39 kmpl,Hatchback,Hyderabad
8491,2017 Maruti Swift Dzire ZXI 1.2,₹ 6.04 Lakh,Oct 2017,1197 cc,Third Party insurance,Manual,"54,855 Kms",First Owner,Petrol,81.80bhp,5.0,21.21 kmpl,Sedan,Hyderabad
8492,2021 Tata Tiago XT BSVI,₹ 6.13 Lakh,Apr 2021,1199 cc,Third Party,Manual,"20,282 Kms",First Owner,Petrol,84.82bhp,5.0,19.01 kmpl,Hatchback,Hyderabad
8493,2019 Maruti Swift VXI,₹ 6.28 Lakh,Sept 2019,1197 cc,Comprehensive,Manual,"42,662 Kms",First Owner,Petrol,88.50bhp,5.0,22.38 kmpl,Hatchback,Hyderabad
8494,2016 Maruti Wagon R VXI BS IV,₹ 4 Lakh,Jun 2016,998 cc,Third Party,Manual,"30,978 Kms",First Owner,Petrol,67.04bhp,5.0,20.51 kmpl,Hatchback,Hyderabad
8495,2017 Renault KWID 1.0 RXT,₹ 3.05 Lakh,Dec 2017,999 cc,Third Party insurance,Manual,"65,192 Kms",First Owner,Petrol,67bhp,5.0,23.01 kmpl,Hatchback,Hyderabad
